gene	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Tumor tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue	Normal tissue
Hsa.3888	7.644650617	6.69363983	7.711181803	7.274010608	8.903231228	6.945026534	7.153597793	8.285978615	7.522585328	7.614484257	7.251549602	7.054970979	7.038819892	8.03877919	7.323659163	6.735292873	6.836060539	7.731869723	7.467175596	8.118895873	7.284648754	7.342186528	7.939724225	6.902748542	6.44066291	7.350531466	7.630393963	6.333634365	7.779029848	7.639473753	7.838932457	5.617608466	7.770701187	6.778935558	5.908007089	5.860766605	6.097661765	7.2303335	7.633673774	7.178194169	6.985768502	6.584167248	7.209453366	7.253074303	7.15842564	6.787076843	6.646401928	6.417052156	7.678533127	7.577962339	7.777172578
Hsa.24877	7.401310335	7.954598775	7.178194169	7.591905945	6.505570839	6.99642884	7.309926633	7.264494057	7.958040934	7.218696811	6.937576003	6.69363983	6.495687427	6.178197382	6.067286887	6.118378483	6.586585589	6.419517144	6.094348461	6.292182085	6.226107601	6.409815196	5.787241181	5.443756354	7.349076438	6.008764745	4.786039815	5.70529125	6.153563472	5.240252769	4.986396254	5.510727166	5.908007089	5.554395753	5.721910628	5.465152962	5.661828657	6.100886114	5.81478194	5.536905187	7.447221902	6.537453893	6.163209785	5.360890968	5.580665836	6.613208432	7.007448721	7.044894674	6.125408471	6.677249065	5.529407883
Hsa.16501	8.815382779	7.15842564	7.418067502	7.605607359	8.447097894	8.07102113	9.435092866	6.61953134	6.530057649	8.287739186	8.603626345	7.954598775	7.607333894	8.459793833	8.212145685	8.384086025	7.982779261	7.624670483	7.930841283	6.333634365	7.00892555	7.591905945	8.521490896	7.852100556	7.320408975	7.964538375	8.406811902	9.228806668	7.694567955	8.352395182	7.447221902	8.055427642	8.264374493	8.608602999	8.998064444	8.434434528	8.422010493	8.791073065	9.186874236	8.061135105	6.984247547	9.186874236	8.143758436	7.939724225	8.234382491	8.466520557	8.754036199	8.432314241	8.072561395	8.689825554	8.367746578
Hsa.3166	7.088827554	6.950291551	7.658790794	7.607333894	8.317592775	6.5819076	6.355834164	7.173915652	7.409035009	7.483794978	7.058274594	7.737627889	7.865337165	7.27584815	7.335060369	7.512154232	7.700007829	7.911598811	7.378279471	7.756684365	7.470296753	7.904332587	7.050384082	7.581358537	7.652164945	7.611010514	8.370043316	7.928491631	9.068010231	7.869538125	9.077360168	8.845244691	8.410565556	7.816226012	7.192571223	8.210043624	8.906324265	7.895054347	8.518882182	8.4450282	6.982007283	7.033435435	8.65617283	8.255470276	8.107368118	7.584771001	7.300469179	7.529053914	9.587964687	8.289598749	8.379815037
Hsa.2558	7.502880555	7.798519881	7.895054347	7.980980713	6.856305035	6.892569256	7.220428259	7.050384082	7.746359365	8.008233418	7.871238544	7.293339629	7.279228637	6.97612708	7.070195404	6.803899872	7.953225805	7.296719385	7.300469179	7.15049744	7.630393963	6.984247547	7.010314234	6.68979738	8.442474691	6.896847996	6.503907787	6.019755711	7.437746704	7.033435435	6.957545822	7.942946719	7.434996723	6.772551904	6.609240709	6.728091671	6.325762425	5.868521889	7.010314234	7.264494057	8.474751997	6.764375094	6.908570822	7.517520813	7.739353807	6.735292873	7.911598811	7.75317145	6.783391171	7.215202613	6.841859527
Hsa.6546	6.468851299	7.777172578	9.787344673	7.07403094	6.45049557	6.600464482	6.985768502	7.437746704	7.478238584	6.431755043	5.881123831	7.700007829	7.362223827	6.056202416	6.260644904	6.286893068	5.580665836	6.625046548	6.131568243	6.709657507	7.188861591	6.968185536	6.495687427	7.547353551	7.012213608	7.612936253	7.445335305	6.263179831	7.181798281	5.898695973	7.467175596	7.569140207	6.68979738	7.000038176	7.627016043	6.836060539	7.539514062	7.335060369	7.705508651	6.980062165	6.972107098	7.543522076	7.282592255	6.512884435	4.90814659	6.298010816	5.617608466	6.926194592	6.627089023	6.289557848	6.232809276
Hsa.1651	7.671911958	6.226107601	6.575370893	7.180087209	6.896847996	5.941837078	7.050384082	6.801744859	5.587306913	6.611015275	7.141592982	6.455576465	7.308471152	7.570792199	7.553535161	7.576518481	7.841886911	7.213279856	7.630393963	6.236180888	6.743442434	7.259652158	7.005577467	6.443264416	8.64400336	6.904938535	7.07403094	7.318493245	6.695194608	7.116949255	6.414501116	6.611015275	5.864701372	6.910461884	7.777172578	5.970141154	8.455946276	7.304630268	6.66364303	6.114605475	6.972107098	7.553535161	6.390715386	6.836060539	6.984247547	6.39340845	6.577701698	7.236301267	6.898411223	6.564070797	6.554618557
Hsa.2777	6.081180165	6.658501744	6.542742329	7.185398207	6.904938535	6.76021236	7.492972173	6.741627905	6.621182208	7.605607359	7.505072637	7.960428939	7.658790794	7.749495341	7.823467916	7.678533127	8.4450282	8.05745988	7.130836236	7.906099223	7.508565389	7.224516775	7.054970979	7.570792199	7.561132706	8.042489012	7.642979835	6.633344487	7.718757127	7.506774011	6.946585608	7.539514062	7.178194169	6.832148881	6.735292873	7.391196461	6.747723058	7.088827554	7.852100556	6.817210623	6.972107098	7.846027168	6.643770091	7.37300123	7.448984852	7.202559909	7.314961058	6.471512648	7.418067502	7.227328688	7.071983016
Hsa.2868	7.597290868	6.199387387	7.198657321	6.803899872	7.505072637	6.774181294	7.12527014	8.306963505	6.67539482	7.55743529	8.169948432	6.438912553	6.584167248	7.407042936	7.792006219	7.323659163	7.384352064	7.713000629	7.183569754	7.984850243	7.913684714	7.021708963	8.483653273	7.846027168	6.542742329	7.84386332	7.409035009	6.860656485	7.673434465	7.452277116	7.607333894	7.071983016	7.495963312	6.766270279	6.902748542	6.575370893	6.067286887	7.020155537	7.401310335	7.012213608	6.968185536	5.99337123	7.146906128	7.611010514	6.739288469	6.822989129	7.227328688	6.131568243	6.077201643	7.470296753	7.239758653
Hsa.1331	9.439292357	8.206331436	10.28176237	8.319854913	8.815382779	8.944298326	8.85334578	7.59903698	7.564982886	10.24968733	9.542700835	8.614979909	7.448984852	9.662399053	10.21046004	9.600521433	10.21779377	9.596726593	12.26332742	10.29696948	7.374852985	10.83618846	10.77084103	9.393018447	8.373422994	8.791073065	10.02314668	10.80830408	8.724144138	9.062217654	8.830873977	7.684273544	9.300030704	9.273431289	10.92983537	9.809665714	11.89052177	10.54503826	10.14344946	10.06630906	6.966404045	10.68987049	9.137012191	8.825353264	9.366127938	10.57696154	9.990155672	10.01639585	11.38387506	9.887494317	9.975409552
Hsa.10807	7.298780982	6.249322995	6.591419795	6.213852093	5.75892381	7.188861591	7.077246445	7.014457884	6.125408471	6.821358418	6.821358418	6.665890605	6.613208432	6.491170369	6.052676724	6.560816015	6.956096009	7.018070924	7.091024116	5.133909501	5.49875529	6.38364577	6.265692168	6.042153594	6.749426135	6.358856764	7.031554922	7.714499241	6.320240085	7.246181261	6.343714417	6.491170369	7.202559909	6.658501744	7.814543188	6.745981115	8.012906536	7.497428229	7.146906128	6.665890605	6.989973998	7.476227492	7.192571223	6.677249065	7.026327102	6.716309466	7.924784733	7.886301346	6.813226759	6.789518921	6.584167248
Hsa.41208	8.903231228	9.569216174	9.094830707	9.880658867	8.120981968	8.910869966	8.828082214	9.258111214	9.225100126	9.620267132	8.96529834	9.435092866	9.408260565	8.928775281	8.451132659	8.880111282	8.027254131	8.703048998	8.518882182	10.50361691	9.319071146	8.546409083	9.809665714	10.7461311	7.812859434	8.880111282	9.116165762	8.123058374	10.59684229	8.769843708	9.186874236	8.697880066	7.382610082	9.513043362	8.684767281	9.071105927	7.958040934	8.390773623	9.39683711	6.756046191	9.338937257	9.791565449	9.579036983	9.22231347	9.175801436	9.143441643	5.536905187	9.538301597	8.027254131	9.430693992	9.273431289
Hsa.440	6.355834164	7.545667012	7.331506439	7.414460197	6.941475527	6.914298322	7.347344182	7.295195697	7.726321453	5.472398675	6.208767702	8.916461716	7.686172913	6.870515863	6.830121582	7.284648754	5.700641073	6.598266261	6.968185536	7.308471152	7.722474839	7.572669669	7.707433725	8.129558067	5.99337123	8.222401511	7.476227492	7.660780334	7.050384082	6.71805664	8.329681343	7.71630504	6.840140352	8.481221978	7.374852985	7.44163367	7.304630268	6.906642369	7.382610082	6.443264416	7.508565389	7.218696811	7.405738516	7.0950873	6.699320569	7.564982886	7.523967847	7.430603625	7.749495341	6.652634522	7.088827554
Hsa.8131	6.701385841	7.805619071	7.050384082	7.244663063	6.677249065	7.04311727	7.023875947	7.445335305	7.807533586	6.898411223	6.566248038	7.520791012	6.912352402	6.156766513	6.478760488	6.295293474	5.745206965	6.537453893	6.584167248	6.982007283	6.741627905	6.412235195	5.945632621	6.68558528	6.341113459	7.311607704	5.966818931	5.91671163	7.188861591	6.856305035	6.985768502	7.215202613	6.846103016	7.016287106	6.485564463	7.271928338	7.316920884	6.228924174	6.556572802	6.346033255	6.964812232	7.427064076	7.298780982	7.176279335	6.846103016	7.318493245	7.130836236	7.286325236	6.939871117	6.323218962	7.218696811
Hsa.1618	7.780932342	6.558709544	5.617608466	7.000038176	7.889937637	7.365230261	6.920391277	7.448984852	6.868342655	7.506774011	8.186176556	6.870515863	8.11160687	7.915176794	8.096291783	8.186176556	8.382241907	7.430603625	8.096291783	7.10297639	7.153597793	7.857143259	7.772392269	7.646429802	7.871238544	7.742608252	8.118895873	8.726265411	5.984137271	7.318493245	7.220428259	7.007448721	7.621433929	7.941511497	8.474751997	7.384352064	8.115266044	8.21678653	8.049861721	7.637274611	6.959227951	7.835299637	7.156161386	7.731869723	8.078190414	6.483514155	7.452277116	8.014949142	7.185398207	7.593903107	6.950291551
Hsa.23677	7.437746704	6.993075342	7.891467206	7.217066508	5.823400115	7.539514062	7.215202613	6.508293181	7.363633166	6.566248038	6.417052156	6.705619011	5.734123946	6.545136372	6.236180888	5.17624555	6.542742329	6.228924174	6.163209785	6.687306819	5.890729097	5.661828657	5.376782172	5.710433188	6.936005256	6.341113459	6.783391171	5.685790979	7.627016043	6.150716893	6.76021236	7.120548937	7.818047117	7.409035009	7.145241912	6.929779546	7.360539862	6.946585608	6.797487911	7.048583551	7.266398164	7.232009256	6.799933327	6.550153452	6.687306819	7.213279856	7.761786051	7.181798281	7.666889422	7.32544909	6.483514155
Hsa.27958	7.086555739	6.768538657	7.239758653	6.71805664	6.789518921	6.888949418	6.762209485	7.279228637	7.698513124	7.44163367	7.403528873	6.922136451	6.846103016	7.541837294	6.985768502	7.018070924	7.971104987	7.827293527	7.611010514	7.902840911	7.642979835	7.418067502	7.582909223	6.741627905	8.181835142	6.730469042	6.813226759	6.793509967	6.739288469	6.701385841	5.296451486	6.654358849	7.046671652	6.894937038	6.213852093	6.001130298	6.457582113	7.318493245	5.36873456	6.077201643	6.950291551	5.980777153	7.215202613	7.033435435	6.539941747	6.656424863	6.743442434	6.510701647	7.056753074	6.171949946	6.623182948
Hsa.94	7.32544909	7.930841283	7.958040934	8.146926652	7.570792199	8.174119487	7.360539862	7.650019834	8.003575942	7.054970979	8.530428363	9.056960172	8.15793853	8.731604804	8.279415128	8.21678653	7.407042936	8.589953721	7.55743529	8.856498322	8.379815037	7.69304736	8.428452031	10.26541277	6.370577735	9.634275318	8.179487774	8.03877919	9.147197127	8.494642065	9.529459522	8.872171928	7.662625884	8.961841275	8.350349668	8.608602999	8.384086025	7.628630154	8.760952219	9.912367614	6.945026534	7.658790794	8.017000538	8.453475097	8.214622295	9.024599489	8.118895873	7.633673774	7.761786051	7.249445341	8.65617283
Hsa.41338	6.783391171	9.180336299	7.478238584	7.0950873	8.222401511	8.125645103	6.238472542	7.982779261	8.340791957	6.457582113	4.925072943	7.314961058	5.575746612	5.4519768	5.36873456	5.606045755	5.36873456	6.111711186	7.173915652	7.635569517	6.375846621	5.833412458	6.464046354	7.279228637	5.522808037	6.985768502	7.547353551	6.66364303	7.773947421	7.525376829	7.194358124	6.866491256	8.428452031	7.69304736	7.668464132	9.557711659	8.289598749	5.833412458	7.091024116	6.886605212	7.056753074	8.65617283	7.996360498	9.408260565	7.994636291	9.400878404	6.797487911	8.836511084	7.55743529	8.141775895	8.880111282
Hsa.25481	5.529407883	7.268028042	7.549443117	8.538998044	6.61953134	7.335060369	8.255470276	7.932570059	8.222401511	8.322193486	7.180087209	8.001657892	8.291651233	7.859085863	8.956027134	7.311607704	9.059884329	7.96241002	7.506774011	8.775685675	7.691173914	7.980980713	7.945139841	7.41592028	9.143441643	8.885192528	8.20210328	7.239758653	9.64573948	8.501070539	8.570555354	10.12872777	8.35955546	7.071983016	7.553535161	8.11160687	6.943136777	7.277425397	8.081939517	7.576518481	8.154216248	8.210043624	7.581358537	8.68229577	9.156722483	7.086555739	7.878195318	7.308471152	8.190041297	8.76376601	7.591905945
Hsa.1659	8.68229577	6.681456067	8.21678653	7.409035009	8.986787544	8.373422994	8.052213929	6.623182948	6.99838661	8.076362206	7.151988732	7.123944488	6.556572802	7.293339629	8.074582605	6.916176116	7.478238584	7.251549602	8.17761886	6.914298322	6.648349463	7.401310335	7.271928338	6.827087578	7.541837294	6.918072635	7.529053914	8.455946276	6.68979738	8.346159825	6.600464482	8.214622295	8.102137425	7.244663063	7.635569517	8.042489012	9.206971403	7.555297895	7.028187697	7.280936863	6.941475527	8.57592163	7.173915652	8.617558703	8.516848222	8.714387342	6.138484862	8.47911397	6.99642884	7.984850243	8.042489012
Hsa.2145	7.007448721	7.046671652	8.018675808	8.658194203	6.787076843	7.000038176	7.369429896	7.44163367	7.646429802	7.32544909	8.291651233	6.725936813	7.628630154	6.737337855	8.033139657	7.561132706	8.154216248	9.682219299	6.679532313	7.784463877	8.218927218	7.886301346	7.16540952	7.689449095	7.470296753	7.512154232	7.005577467	6.485564463	8.745290472	8.470475857	7.499364994	9.209238738	8.080021469	6.562436937	6.76021236	7.857143259	6.588762987	5.81478194	7.2303335	6.697615556	7.986398089	7.642979835	7.616163441	7.990432488	9.254600824	6.864575578	7.266398164	6.491170369	7.483794978	8.931584891	7.113370818
Hsa.39753	7.349076438	7.110962297	7.563041238	6.980062165	7.202559909	6.609240709	5.952698042	7.886301346	6.793509967	7.316920884	7.996360498	7.323659163	6.858492427	8.273356461	7.973324269	7.271928338	7.494425934	8.159747663	6.795738045	7.512154232	7.859085863	7.450806835	8.139559604	8.065450881	7.782576606	7.018070924	7.595513767	7.309926633	8.57592163	6.985768502	8.287739186	7.277425397	6.814910085	8.059215351	7.525376829	6.545136372	6.728091671	8.027254131	8.113457362	8.59521717	7.236301267	5.305611673	7.47478143	6.847869647	6.466500823	5.491315217	7.980980713	6.355834164	7.805619071	7.183569754	6.699320569
Hsa.8532	6.679532313	7.257939812	7.167002072	6.461743472	6.125408471	6.535132367	7.259652158	7.349076438	7.51920631	5.086778288	5.443756354	7.898922173	6.841859527	6.278224617	6.196369712	7.044894674	6.085134035	6.510701647	6.778935558	7.099149255	6.68558528	7.048583551	6.150716893	7.545667012	6.673100449	7.480159562	6.701385841	6.762209485	6.99642884	6.147828587	7.026327102	6.922136451	6.66082173	7.662625884	7.300469179	7.32544909	7.644650617	6.886605212	7.202559909	6.762209485	6.936005256	7.183569754	7.41592028	6.570470276	6.401135513	7.160186983	7.463803841	7.289705086	7.200876462	6.422029489	6.982007283
Hsa.1712	9.193869887	7.536045378	8.501070539	8.001657892	8.362090172	8.035076659	8.062939192	7.966365899	7.194358124	8.300060973	8.649342529	7.25494783	8.316072732	8.174119487	8.420019963	8.399016692	8.436317287	7.584771001	8.298095836	6.902748542	7.228969157	8.340791957	8.07102113	7.298780982	8.534379451	7.419894954	5.912271265	8.780664641	7.314961058	7.749495341	7.293339629	7.563041238	7.080662821	7.020155537	7.891467206	6.437283591	8.319854913	7.652164945	6.978203012	5.881123831	7.347344182	8.029533927	6.476420887	7.884410825	8.313852914	8.474751997	8.377839538	8.168207062	5.035056255	7.576518481	5.504564012
Hsa.8540	6.558709544	6.994760364	6.906642369	6.190535212	5.491315217	5.580665836	6.257898764	6.280603162	6.927928942	5.006283544	5.086778288	6.737337855	6.639547273	6.001130298	5.587306913	6.059639277	5.217399596	5.415313795	5.40030654	6.652634522	6.822989129	6.38840899	5.846849146	6.956096009	6.199387387	7.010314234	5.680387883	6.286893068	6.656424863	5.472398675	6.808343527	6.945026534	5.881123831	7.021708963	6.510701647	6.564070797	6.570470276	5.902976051	6.350953435	6.246230308	6.933723013	6.338651569	6.505570839	6.217155652	6.263179831	6.134615112	6.984247547	6.545136372	6.535132367	5.376782172	6.328356432
Hsa.2610	7.320408975	7.670083968	6.594009095	7.628630154	6.171949946	7.569140207	7.784463877	7.439715622	7.664153629	7.455634793	6.974198072	7.418067502	6.652634522	6.203106409	6.355834164	6.625046548	6.407056646	6.283566358	6.360927772	6.611015275	6.602197179	6.501220819	6.035439446	5.885668824	6.900695442	6.105776742	6.278224617	5.65690228	6.100886114	6.723844775	5.966818931	5.885668824	6.572650112	6.032047505	6.926194592	6.493230497	6.295293474	6.665890605	6.163209785	5.860766605	8.658194203	6.872203213	6.373084048	6.278224617	6.510701647	6.498860785	7.277425397	6.338651569	6.280603162	6.412235195	5.522808037
Hsa.1030	7.761786051	6.203106409	5.963776145	6.280603162	7.382610082	7.2303335	7.852100556	6.832148881	5.543650538	7.443083907	8.989418307	7.407042936	8.206331436	8.847645401	7.891467206	9.123467706	8.240969783	7.362223827	6.353687539	6.600464482	7.713000629	8.384086025	8.742350731	7.600933211	7.793801511	8.344436233	8.352395182	9.239427608	6.613208432	7.44163367	8.250923382	9.175801436	7.487465343	7.664153629	8.941594792	7.437746704	7.662625884	8.667398873	8.344436233	8.284091235	6.932043259	7.549443117	8.102137425	7.264494057	7.818047117	7.454203759	8.129558067	8.839023923	7.549443117	8.155929707	7.220428259
Hsa.37041	7.071983016	6.639547273	7.434996723	7.450806835	7.246181261	7.604266258	6.623182948	8.090538462	7.616163441	7.827293527	7.563041238	7.485682611	7.232009256	7.433283902	6.968185536	6.991483444	7.35237667	7.382610082	7.238042556	7.190874482	7.084647251	7.508565389	7.282592255	6.598266261	6.781122771	6.596211402	7.62330923	6.732558067	7.410585387	6.890736941	7.593903107	6.658501744	7.588169367	7.696841923	7.628630154	7.749495341	8.011327364	7.780932342	7.012213608	7.624670483	6.927928942	6.398655438	7.919272795	7.329760177	6.498860785	7.439715622	7.857143259	7.25494783	8.186176556	7.202559909	7.467175596
Hsa.1283	8.958624275	7.668464132	6.99838661	7.262749571	7.814543188	7.582909223	8.078190414	7.053277786	7.618155752	7.96241002	7.938030574	7.37960615	6.414501116	7.650019834	7.8632151	8.135973187	7.547353551	8.081939517	8.291651233	6.566248038	7.209453366	8.466520557	7.181798281	7.295195697	7.751258969	6.912352402	8.279415128	9.105664393	6.105776742	8.033139657	6.783391171	7.37300123	7.946662952	8.067530644	7.505072637	6.781122771	7.84386332	8.344436233	8.257831868	7.766771466	6.920391277	7.869538125	8.556803302	7.600933211	8.061135105	7.780932342	7.869538125	8.317592775	7.982779261	7.922980442	7.673434465
Hsa.1467	8.302083892	7.934195924	7.777172578	7.652164945	7.668464132	7.173915652	7.539514062	6.487430333	7.338418664	7.673434465	7.33659294	7.349076438	8.118895873	8.02079001	8.029533927	8.322193486	8.35955546	8.052213929	9.203406816	7.194358124	7.044894674	8.394975703	8.163556352	7.759864565	8.799408017	7.271928338	6.83820154	8.578391562	7.320408975	8.348239131	7.234270451	7.525376829	7.807533586	7.198657321	8.083844727	7.694567955	9.212556396	8.516848222	6.723844775	5.92034325	6.918072635	7.302345587	5.730547928	8.036731081	8.190041297	8.486009091	7.871238544	8.498479295	7.099149255	6.766270279	6.122161693
Hsa.2152	5.606045755	7.014457884	7.156161386	8.085349094	7.10297639	8.127393645	7.527287813	6.641445807	7.141592982	8.342436748	8.597371375	7.429027364	7.523967847	9.020672187	8.697880066	8.029533927	8.420019963	8.384086025	7.304630268	8.417617762	8.11160687	7.469035179	7.567141574	7.744621198	7.921474339	8.928775281	8.680084407	7.713000629	8.897418058	8.672734425	8.17761886	10.1081467	8.610767086	8.406811902	8.449255833	8.711193463	8.580733906	7.96241002	9.496367698	8.587660787	6.916176116	8.198263629	8.285978615	8.483653273	8.466520557	9.243884942	8.986787544	7.722474839	9.133664692	8.922592075	8.033139657
Hsa.809	6.016466845	7.726321453	7.116949255	7.088827554	6.422029489	6.743442434	6.271101518	7.784463877	7.570792199	6.648349463	6.438912553	7.530860638	6.598266261	6.042153594	5.941837078	6.16581471	5.472398675	6.091228913	6.448029688	6.275556824	6.575370893	6.570470276	6.348271262	7.146906128	6.196369712	7.572669669	5.927613587	6.681456067	6.545136372	5.952698042	6.830121582	6.994760364	6.843773174	7.031554922	6.730469042	7.327599001	7.25494783	6.943136777	6.827087578	5.898695973	7.480159562	7.286325236	7.350531466	6.063471629	6.141309504	6.959227951	6.980062165	7.700007829	6.681456067	6.147828587	7.082664136
Hsa.1893	7.206050154	6.575370893	6.982007283	6.886605212	7.021708963	7.012213608	7.553535161	6.652634522	6.265692168	7.176279335	7.07403094	6.980062165	7.227328688	6.910461884	6.398655438	7.559348717	7.323659163	6.554618557	6.681456067	6.335903196	5.606045755	6.819219043	6.834338514	6.0226327	7.050384082	6.908570822	7.410585387	7.84386332	5.529407883	6.832148881	6.438912553	6.828521438	6.606836205	6.741627905	6.991483444	7.00212176	7.10297639	8.20210328	6.776537037	6.350953435	6.912352402	6.575370893	6.749426135	6.707604051	7.04311727	7.452277116	6.600464482	7.190874482	6.579999558	7.476227492	6.754018952
Hsa.11885	8.828082214	7.539514062	8.599441382	7.365230261	7.733823368	7.871238544	7.703578771	7.495963312	7.123944488	7.385890226	6.961040732	7.437746704	7.720450591	7.700007829	7.492972173	7.508565389	7.673434465	7.772392269	7.773947421	6.199387387	6.144924623	7.429027364	7.344030972	6.635234811	7.8632151	7.151988732	7.066597899	7.591905945	6.519354712	6.970024225	6.699320569	6.984247547	6.292182085	6.870515863	7.161964053	5.945632621	7.648168516	7.222673391	6.936005256	7.405738516	6.912352402	6.85221838	6.489273072	6.723844775	7.232009256	5.750022926	6.434838039	7.510149052	6.515336131	7.246181261	5.938289587
Hsa.51	7.190874482	7.739353807	7.410585387	7.227328688	6.754018952	7.412295301	7.036898545	7.819681573	7.804297593	6.604485079	7.036898545	7.907785216	7.389333656	6.558709544	6.639547273	7.060099697	6.61510157	6.68979738	6.378950652	7.188861591	7.2303335	7.139820327	7.188861591	8.07102113	6.464046354	7.792006219	6.562436937	7.128922298	7.859085863	7.311607704	7.657162832	8.617558703	7.347344182	7.919272795	7.344030972	8.008233418	6.841859527	5.800077415	7.545667012	7.407042936	7.88249613	7.758111432	7.869538125	7.584771001	7.561132706	7.632043011	7.896654671	7.739353807	7.17068913	6.932043259	7.635569517
Hsa.3410	8.21678653	5.877289082	6.412235195	6.99642884	7.161964053	6.822989129	5.855688354	7.323659163	6.756046191	6.378950652	6.939871117	8.780664641	6.431755043	8.003575942	7.288101017	7.028187697	7.344030972	7.563041238	8.294176786	8.194081649	8.309614239	6.61510157	7.834080542	7.313171231	7.555297895	6.429410791	8.246736768	7.173915652	8.692485582	6.821358418	8.027254131	6.04882258	7.185398207	6.821358418	6.743442434	7.180087209	6.67539482	6.570470276	7.104723865	7.249445341	7.108905483	5.783182027	6.941475527	8.238864658	6.314678986	7.338418664	6.073630225	5.598861744	8.11160687	7.314961058	7.378279471
Hsa.43225	6.111711186	6.602197179	6.824728852	6.687306819	6.501220819	7.306633566	6.483514155	6.650349969	7.537611701	6.243456566	6.122161693	7.939724225	6.625046548	5.974085174	6.100886114	5.745206965	5.912271265	5.952698042	6.38091765	6.730469042	6.461743472	5.952698042	6.346033255	6.873892559	5.902976051	7.25494783	6.556572802	6.138484862	6.271101518	6.100886114	6.586585589	6.783391171	5.952698042	7.627016043	7.302345587	6.464046354	6.840140352	6.263179831	6.373084048	6.306476286	6.906642369	6.908570822	7.220428259	6.335903196	6.591419795	6.489273072	7.47478143	6.739288469	5.833412458	5.651107259	6.933723013
Hsa.376	7.156161386	6.631465765	7.256560253	7.502880555	8.011327364	6.66082173	7.0517808	7.869538125	7.120548937	7.502880555	6.868342655	6.79132046	7.180087209	7.15842564	7.048583551	6.539941747	7.030028091	6.840140352	7.331506439	7.657162832	7.51920631	6.016466845	7.32544909	6.652634522	6.906642369	6.211662255	7.266398164	6.877940126	6.964812232	7.584771001	7.016287106	6.801744859	7.804297593	7.350531466	7.185398207	7.318493245	7.65368069	6.972107098	7.071983016	7.958040934	6.900695442	6.358856764	7.633673774	7.687655621	6.821358418	7.607333894	7.689449095	6.789518921	7.811117763	7.514025514	7.969530424
Hsa.432	5.927613587	7.494425934	7.016287106	6.922136451	6.641445807	6.830121582	6.774181294	6.464046354	7.500794345	6.38840899	6.650349969	8.046321361	7.356566981	6.108989767	6.211662255	5.810069885	6.042153594	6.476420887	6.501220819	7.257939812	6.100886114	6.188271376	6.363247396	7.55743529	6.100886114	6.982007283	6.758418814	6.933723013	7.637274611	5.927613587	7.735854058	7.65552149	6.081180165	7.644650617	6.714074866	7.340438796	7.576518481	6.621182208	7.827293527	6.827087578	6.900695442	7.382610082	7.251549602	6.68558528	6.665890605	7.308471152	6.728091671	7.17068913	7.405738516	5.877289082	7.506774011
Hsa.37818	7.480159562	7.788301556	7.687655621	7.639473753	8.103694752	8.120981968	7.630393963	8.231172396	7.644650617	8.186176556	8.031160912	6.927928942	7.51606981	7.670083968	7.347344182	7.378279471	7.728156421	7.703578771	7.564982886	7.798519881	8.012906536	7.376465721	7.576518481	6.66364303	7.922980442	7.141592982	7.909462465	6.945026534	7.666889422	7.818047117	7.764841635	7.2303335	7.978713227	7.611010514	7.202559909	7.830708402	7.021708963	7.691173914	7.056753074	7.630393963	6.898411223	6.946585608	7.846027168	8.129558067	6.980062165	8.15793853	7.770701187	7.65552149	7.570792199	7.436426776	8.17761886
Hsa.9872	6.564070797	8.076362206	7.703578771	7.832178493	7.080662821	7.543522076	7.934195924	7.470296753	7.358651201	7.06835703	7.886301346	7.980980713	8.281709466	6.67539482	6.964812232	7.966365899	7.385890226	7.25494783	6.906642369	7.992714532	8.511599642	8.501070539	7.429027364	8.603626345	7.215202613	8.684767281	7.51920631	7.485682611	7.855598944	7.555297895	8.029533927	8.989418307	7.830708402	8.422010493	8.055427642	8.250923382	7.950075146	7.469035179	8.376023834	8.523638464	6.890736941	8.062939192	8.154216248	8.260015788	7.758111432	8.171852316	8.125645103	8.078190414	8.006051844	5.415313795	8.255470276
Hsa.18321	8.196096796	7.329760177	7.097344032	7.37300123	6.836060539	7.331506439	7.595513767	6.758418814	6.320240085	7.277425397	6.811046271	6.916176116	7.392836733	6.834338514	7.044894674	7.454203759	6.856305035	7.127277141	7.58654806	6.461743472	6.232809276	7.637274611	6.591419795	5.730547928	6.268625756	6.754018952	7.342186528	7.847851466	6.032047505	7.396937556	6.437283591	7.053277786	7.674905265	7.07403094	7.37300123	7.264494057	8.083844727	7.958040934	7.308471152	7.17068913	6.890736941	7.788301556	7.1962047	7.100791183	7.347344182	7.788301556	7.246181261	7.660780334	7.639473753	7.490827591	7.805619071
